(29, 98)
(25, 96)
(6, 98)
(2, 96)
(14, 98)
(10, 96)
(22, 98)
(18, 96)
(30, 98)
(26, 96)
(7, 98)
(3, 96)
(15, 98)
(11, 96)
(23, 98)
(19, 96)
(31, 98)
(27, 96)
(0, 98)
(4, 96)
(8, 98)
(12, 96)
(16, 98)
(20, 96)
(24, 98)
(28, 96)
(1, 98)
(5, 96)
(9, 98)
(13, 96)
(17, 98)
(21, 96)
(25, 98)
(29, 96)
(2, 98)
(6, 96)
(10, 98)
(14, 96)
(18, 98)
(22, 96)
(26, 98)
(30, 96)
(3, 98)
(7, 96)
(11, 98)
(15, 96)
(19, 98)
(23, 96)
(27, 98)
(31, 96)
(4, 114)
(0, 112)
(12, 114)
(8, 112)
(20, 114)
(16, 112)
(28, 114)
(24, 112)
(5, 114)
(1, 112)
(13, 114)
(9, 112)
(21, 114)
(17, 112)
(29, 114)
(25, 112)
(6, 114)
(2, 112)
(14, 114)
(10, 112)
(22, 114)
(18, 112)
(30, 114)
(26, 112)
(7, 114)
(3, 112)
(15, 114)
(11, 112)
(23, 114)
(19, 112)
(31, 114)
(27, 112)
(0, 114)
(4, 112)
(8, 114)
(12, 112)
(16, 114)
(20, 112)
(24, 114)
(28, 112)
(1, 114)
(5, 112)
(9, 114)
(13, 112)
(17, 114)
(21, 112)
(25, 114)
(29, 112)
(2, 114)
(6, 112)
(10, 114)
(14, 112)
(18, 114)
(22, 112)
(26, 114)
(30, 112)
(3, 114)
(7, 112)
(11, 114)
(15, 112)
(19, 114)
(23, 112)
(27, 114)
(31, 112)
(132, 2)
(128, 0)
(140, 2)
(136, 0)
(148, 2)
(144, 0)
(156, 2)
(152, 0)
(133, 2)
(129, 0)
(141, 2)
(137, 0)
(149, 2)
(145, 0)
(157, 2)
(153, 0)
(134, 2)
(130, 0)
(142, 2)
(138, 0)
(150, 2)
(146, 0)
(158, 2)
(154, 0)
(135, 2)
(131, 0)
(143, 2)
(139, 0)
(151, 2)
(147, 0)
(159, 2)
(155, 0)
(128, 2)
(132, 0)
(136, 2)
(140, 0)
(144, 2)
(148, 0)
(152, 2)
(156, 0)
(129, 2)
(133, 0)
(137, 2)
(141, 0)
(145, 2)
(149, 0)
(153, 2)
(157, 0)
(130, 2)
(134, 0)
(138, 2)
(142, 0)
(146, 2)
(150, 0)
(154, 2)
(158, 0)
(131, 2)
(135, 0)
(139, 2)
(143, 0)
(147, 2)
(151, 0)
(155, 2)
(159, 0)
(132, 18)
(128, 16)
(140, 18)
(136, 16)
(148, 18)
(144, 16)
(156, 18)
(152, 16)
(133, 18)
(129, 16)
(141, 18)
(137, 16)
(149, 18)
(145, 16)
(157, 18)
(153, 16)
(134, 18)
(130, 16)
(142, 18)
(138, 16)
(150, 18)
(146, 16)
(158, 18)
(154, 16)
(135, 18)
(131, 16)
(143, 18)
(139, 16)
(151, 18)
(147, 16)
(159, 18)
(155, 16)
(128, 18)
(132, 16)
(136, 18)
(140, 16)
(144, 18)
(148, 16)
(152, 18)
(156, 16)
(129, 18)
(133, 16)
(137, 18)
(141, 16)
(145, 18)
(149, 16)
(153, 18)
(157, 16)
(130, 18)
(134, 16)
(138, 18)
(142, 16)
(146, 18)
(150, 16)
(154, 18)
(158, 16)
(131, 18)
(135, 16)
(139, 18)
(143, 16)
(147, 18)
(151, 16)
(155, 18)
(159, 16)
(132, 34)
(128, 32)
(140, 34)
(136, 32)
(148, 34)
(144, 32)
(156, 34)
(152, 32)
(133, 34)
(129, 32)
(141, 34)
(137, 32)
(149, 34)
(145, 32)
(157, 34)
(153, 32)
(134, 34)
(130, 32)
(142, 34)
(138, 32)
(150, 34)
(146, 32)
(158, 34)
(154, 32)
(135, 34)
(131, 32)
(143, 34)
(139, 32)
(151, 34)
(147, 32)
(159, 34)
(155, 32)
(128, 34)
(132, 32)
(136, 34)
(140, 32)
(144, 34)
(148, 32)
(152, 34)
(156, 32)
(129, 34)
(133, 32)
(137, 34)
(141, 32)
(145, 34)
(149, 32)
(153, 34)
(157, 32)
(130, 34)
(134, 32)
(138, 34)
(142, 32)
(146, 34)
(150, 32)
(154, 34)
(158, 32)
(131, 34)
(135, 32)
(139, 34)
(143, 32)
(147, 34)
(151, 32)
(155, 34)
(159, 32)
(132, 50)
(128, 48)
(140, 50)
(136, 48)
(148, 50)
(144, 48)
(156, 50)
(152, 48)
(133, 50)
(129, 48)
(141, 50)
(137, 48)
(149, 50)
(145, 48)
(157, 50)
(153, 48)
(134, 50)
(130, 48)
(142, 50)
(138, 48)
(150, 50)
(146, 48)
(158, 50)
(154, 48)
(135, 50)
(131, 48)
(143, 50)
(139, 48)
(151, 50)
(147, 48)
(159, 50)
(155, 48)
(128, 50)
(132, 48)
(136, 50)
(140, 48)
(144, 50)
(148, 48)
(152, 50)
(156, 48)
(129, 50)
(133, 48)
(137, 50)
(141, 48)
(145, 50)
(149, 48)
(153, 50)
(157, 48)
(130, 50)
(134, 48)
(138, 50)
(142, 48)
(146, 50)
(150, 48)
(154, 50)
(158, 48)
(131, 50)
(135, 48)
(139, 50)
(143, 48)
(147, 50)
(151, 48)
(155, 50)
(159, 48)
(132, 66)
(128, 64)
(140, 66)
(136, 64)
(148, 66)
(144, 64)
(156, 66)
(152, 64)
(133, 66)
(129, 64)
(141, 66)
(137, 64)
(149, 66)
(145, 64)
(157, 66)
(153, 64)
(134, 66)
(130, 64)
(142, 66)
(138, 64)
(150, 66)
(146, 64)
(158, 66)
(154, 64)
(135, 66)
(131, 64)
(143, 66)
(139, 64)
(151, 66)
(147, 64)
(159, 66)
(155, 64)
(128, 66)
(132, 64)
(136, 66)
(140, 64)
(144, 66)
(148, 64)
(152, 66)
(156, 64)
(129, 66)
(133, 64)
(137, 66)
(141, 64)
(145, 66)
(149, 64)
(153, 66)
(157, 64)
(130, 66)
(134, 64)
(138, 66)
(142, 64)
(146, 66)
(150, 64)
(154, 66)
(158, 64)
(131, 66)
(135, 64)
(139, 66)
(143, 64)
(147, 66)
(151, 64)
(155, 66)
(159, 64)
(132, 82)
(128, 80)
(140, 82)
(136, 80)
(148, 82)
(144, 80)
(156, 82)
(152, 80)
(133, 82)
(129, 80)
(141, 82)
(137, 80)
(149, 82)
(145, 80)
(157, 82)
(153, 80)
(134, 82)
(130, 80)
(142, 82)
(138, 80)
(150, 82)
(146, 80)
(158, 82)
(154, 80)
(135, 82)
(131, 80)
(143, 82)
(139, 80)
(151, 82)
(147, 80)
(159, 82)
(155, 80)
(128, 82)
(132, 80)
(136, 82)
(140, 80)
(144, 82)
(148, 80)
(152, 82)
(156, 80)
(129, 82)
(133, 80)
(137, 82)
(141, 80)
(145, 82)
(149, 80)
(153, 82)
(157, 80)
(130, 82)
(134, 80)
(138, 82)
(142, 80)
(146, 82)
(150, 80)
(154, 82)
(158, 80)
(131, 82)
(135, 80)
(139, 82)
(143, 80)
(147, 82)
(151, 80)
(155, 82)
(159, 80)
(132, 98)
(128, 96)
(140, 98)
(136, 96)
(148, 98)
(144, 96)
(156, 98)
(152, 96)
(133, 98)
(129, 96)
(141, 98)
(137, 96)
(149, 98)
(145, 96)
(157, 98)
(153, 96)
(134, 98)
(130, 96)
(142, 98)
(138, 96)
(150, 98)
(146, 96)
(158, 98)
(154, 96)
(135, 98)
(131, 96)
(143, 98)
(139, 96)
(151, 98)
(147, 96)
(159, 98)
(155, 96)
(128, 98)
(132, 96)
(136, 98)
(140, 96)
(144, 98)
(148, 96)
(152, 98)
(156, 96)
(129, 98)
(133, 96)
(137, 98)
(141, 96)
(145, 98)
(149, 96)
(153, 98)
(157, 96)
(130, 98)
(134, 96)
(138, 98)
(142, 96)
(146, 98)
(150, 96)
(154, 98)
(158, 96)
(131, 98)
(135, 96)
(139, 98)
(143, 96)
(147, 98)
(151, 96)
(155, 98)
(159, 96)
(132, 114)
(128, 112)
(140, 114)
(136, 112)
(148, 114)
(144, 112)
(156, 114)
(152, 112)
(133, 114)
(129, 112)
(141, 114)
(137, 112)
(149, 114)
(145, 112)
(157, 114)
(153, 112)
(134, 114)
(130, 112)
(142, 114)
(138, 112)
(150, 114)
(146, 112)
(158, 114)
(154, 112)
(135, 114)
(131, 112)
(143, 114)
(139, 112)
(151, 114)
(147, 112)
(159, 114)
(155, 112)
(128, 114)
(132, 112)
(136, 114)
(140, 112)
(144, 114)
(148, 112)
(152, 114)
(156, 112)
(129, 114)
(133, 112)
(137, 114)
(141, 112)
(145, 114)
(149, 112)
(153, 114)
(157, 112)
(130, 114)
(134, 112)
(138, 114)
(142, 112)
(146, 114)
(150, 112)
(154, 114)
(158, 112)
(131, 114)
(135, 112)
(139, 114)
(143, 112)
(147, 114)
(151, 112)
(155, 114)
(159, 112)
(4, 3)
(0, 1)
(12, 3)
(8, 1)
(20, 3)
(16, 1)
(28, 3)
(24, 1)
(5, 3)
(1, 1)
(13, 3)
(9, 1)
(21, 3)
(17, 1)
(29, 3)
(25, 1)
(6, 3)
(2, 1)
(14, 3)
(10, 1)
(22, 3)
(18, 1)
(30, 3)
(26, 1)
(7, 3)
(3, 1)
(15, 3)
(11, 1)
(23, 3)
(19, 1)
(31, 3)
(27, 1)
(0, 3)
(4, 1)
(8, 3)
(12, 1)
(16, 3)
(20, 1)
(24, 3)
(28, 1)
(1, 3)
(5, 1)
(9, 3)
(13, 1)
(17, 3)
(21, 1)
(25, 3)
(29, 1)
(2, 3)
(6, 1)
(10, 3)
(14, 1)
(18, 3)
(22, 1)
(26, 3)
(30, 1)
(3, 3)
(7, 1)
(11, 3)
(15, 1)
(19, 3)
(23, 1)
(27, 3)
(31, 1)
(4, 19)
(0, 17)
(12, 19)
(8, 17)
(20, 19)
(16, 17)
(28, 19)
(24, 17)
(5, 19)
(1, 17)
(13, 19)
(9, 17)
(21, 19)
(17, 17)
(29, 19)
(25, 17)
(6, 19)
(2, 17)
(14, 19)
(10, 17)
(22, 19)
(18, 17)
(30, 19)
(26, 17)
(7, 19)
(3, 17)
(15, 19)
(11, 17)
(23, 19)
(19, 17)
(31, 19)
(27, 17)
(0, 19)
(4, 17)
(8, 19)
(12, 17)
(16, 19)
(20, 17)
(24, 19)
(28, 17)
(1, 19)
(5, 17)
(9, 19)
(13, 17)
(17, 19)
(21, 17)
(25, 19)
(29, 17)
(2, 19)
(6, 17)
(10, 19)
(14, 17)
(18, 19)
(22, 17)
(26, 19)
(30, 17)
(3, 19)
(7, 17)
(11, 19)
(15, 17)
(19, 19)
(23, 17)
(27, 19)
(31, 17)
(4, 35)
(0, 33)
(12, 35)
(8, 33)
(20, 35)
(16, 33)
(28, 35)
(24, 33)
(5, 35)
(1, 33)
(13, 35)
(9, 33)
(21, 35)
(17, 33)
(29, 35)
(25, 33)
(6, 35)
(2, 33)
(14, 35)
(10, 33)
(22, 35)
(18, 33)
(30, 35)
(26, 33)
(7, 35)
(3, 33)
(15, 35)
(11, 33)
(23, 35)
(19, 33)
(31, 35)
(27, 33)
(0, 35)
(4, 33)
(8, 35)
(12, 33)
(16, 35)
(20, 33)
(24, 35)
(28, 33)
(1, 35)
(5, 33)
(9, 35)
(13, 33)
(17, 35)
(21, 33)
(25, 35)
(29, 33)
(2, 35)
(6, 33)
(10, 35)
(14, 33)
(18, 35)
(22, 33)
(26, 35)
(30, 33)
(3, 35)
(7, 33)
(11, 35)
(15, 33)
(19, 35)
(23, 33)
(27, 35)
(31, 33)
(4, 51)
(0, 49)
(12, 51)
(8, 49)
(20, 51)
(16, 49)
(28, 51)
(24, 49)
(5, 51)
(1, 49)
(13, 51)
(9, 49)
(21, 51)
(17, 49)
(29, 51)
(25, 49)
(6, 51)
(2, 49)
(14, 51)
(10, 49)
(22, 51)
(18, 49)
(30, 51)
(26, 49)
(7, 51)
(3, 49)
(15, 51)
(11, 49)
(23, 51)
(19, 49)
(31, 51)
(27, 49)
(0, 51)
(4, 49)
(8, 51)
(12, 49)
(16, 51)
(20, 49)
(24, 51)
(28, 49)
(1, 51)
(5, 49)
(9, 51)
(13, 49)
(17, 51)
(21, 49)
(25, 51)
(29, 49)
(2, 51)
(6, 49)
(10, 51)
(14, 49)
(18, 51)
(22, 49)
(26, 51)
(30, 49)
(3, 51)
(7, 49)
(11, 51)
(15, 49)
(19, 51)
(23, 49)
(27, 51)
(31, 49)
(4, 67)
(0, 65)
(12, 67)
(8, 65)
(20, 67)
(16, 65)
(28, 67)
(24, 65)
(5, 67)
(1, 65)
(13, 67)
(9, 65)
(21, 67)
(17, 65)
(29, 67)
(25, 65)
(6, 67)
(2, 65)
(14, 67)
(10, 65)
(22, 67)
(18, 65)
(30, 67)
(26, 65)
(7, 67)
(3, 65)
(15, 67)
(11, 65)
(23, 67)
(19, 65)
(31, 67)
(27, 65)
(0, 67)
(4, 65)
(8, 67)
(12, 65)
(16, 67)
(20, 65)
(24, 67)
(28, 65)
(1, 67)
(5, 65)
(9, 67)
(13, 65)
(17, 67)
(21, 65)
(25, 67)
(29, 65)
(2, 67)
(6, 65)
(10, 67)
(14, 65)
(18, 67)
(22, 65)
(26, 67)
(30, 65)
(3, 67)
(7, 65)
(11, 67)
(15, 65)
(19, 67)
(23, 65)
(27, 67)
(31, 65)
(4, 83)
(0, 81)
(12, 83)
(8, 81)
(20, 83)
(16, 81)
(28, 83)
(24, 81)
(5, 83)
(1, 81)
(13, 83)
(9, 81)
(21, 83)
(17, 81)
(29, 83)
(25, 81)
(6, 83)
(2, 81)
(14, 83)
(10, 81)
(22, 83)
(18, 81)
(30, 83)
(26, 81)
(7, 83)
(3, 81)
(15, 83)
(11, 81)
(23, 83)
(19, 81)
(31, 83)
(27, 81)
(0, 83)
(4, 81)
(8, 83)
(12, 81)
(16, 83)
(20, 81)
(24, 83)
(28, 81)
(1, 83)
(5, 81)
(9, 83)
(13, 81)
(17, 83)
(21, 81)
(25, 83)
(29, 81)
(2, 83)
(6, 81)
(10, 83)
(14, 81)
(18, 83)
(22, 81)
(26, 83)
(30, 81)
(3, 83)
(7, 81)
(11, 83)
(15, 81)
(19, 83)
(23, 81)
(27, 83)
(31, 81)
(4, 99)
(0, 97)
(12, 99)
(8, 97)
(20, 99)
(16, 97)
(28, 99)
(24, 97)
(5, 99)
(1, 97)
(13, 99)
(9, 97)
(21, 99)
(17, 97)
(29, 99)
(25, 97)
(6, 99)
(2, 97)
(14, 99)
(10, 97)
(22, 99)
(18, 97)
(30, 99)
(26, 97)
(7, 99)
(3, 97)
(15, 99)
(11, 97)
(23, 99)
(19, 97)
(31, 99)
(27, 97)
(0, 99)
(4, 97)
(8, 99)
(12, 97)
(16, 99)
(20, 97)
(24, 99)
(28, 97)
(1, 99)
(5, 97)
(9, 99)
(13, 97)
(17, 99)
(21, 97)
(25, 99)
(29, 97)
(2, 99)
(6, 97)
(10, 99)
(14, 97)
(18, 99)
(22, 97)
(26, 99)
(30, 97)
(3, 99)
(7, 97)
(11, 99)
(15, 97)
(19, 99)
(23, 97)
(27, 99)
(31, 97)
(4, 115)
(0, 113)
(12, 115)
(8, 113)
(20, 115)
(16, 113)
(28, 115)
(24, 113)
(5, 115)
(1, 113)
(13, 115)
(9, 113)
(21, 115)
(17, 113)
(29, 115)
(25, 113)
(6, 115)
(2, 113)
(14, 115)
(10, 113)
(22, 115)
(18, 113)
(30, 115)
(26, 113)
(7, 115)
(3, 113)
(15, 115)
(11, 113)
(23, 115)
(19, 113)
(31, 115)
(27, 113)
(0, 115)
(4, 113)
(8, 115)
(12, 113)
(16, 115)
(20, 113)
(24, 115)
(28, 113)
(1, 115)
(5, 113)
(9, 115)
(13, 113)
(17, 115)
(21, 113)
(25, 115)
(29, 113)
(2, 115)
(6, 113)
(10, 115)
(14, 113)
(18, 115)
(22, 113)
(26, 115)
(30, 113)
(3, 115)
(7, 113)
(11, 115)
(15, 113)
(19, 115)
(23, 113)
(27, 115)
(31, 113)
(132, 3)
(128, 1)
(140, 3)
(136, 1)
(148, 3)
(144, 1)
(156, 3)
(152, 1)
(133, 3)
(129, 1)
(141, 3)
(137, 1)
(149, 3)
(145, 1)
(157, 3)
(153, 1)
(134, 3)
(130, 1)
(142, 3)
(138, 1)
(150, 3)
(146, 1)
(158, 3)
(154, 1)
(135, 3)
(131, 1)
(143, 3)
(139, 1)
(151, 3)
(147, 1)
(159, 3)
(155, 1)
(128, 3)
(132, 1)
(136, 3)
(140, 1)
(144, 3)
(148, 1)
(152, 3)
(156, 1)
(129, 3)
(133, 1)
(137, 3)
(141, 1)
(145, 3)
(149, 1)
(153, 3)
(157, 1)
(130, 3)
(134, 1)
(138, 3)
(142, 1)
(146, 3)
(150, 1)
(154, 3)
(158, 1)
(131, 3)
(135, 1)
(139, 3)
(143, 1)
(147, 3)
(151, 1)
(155, 3)
(159, 1)
(132, 19)
(128, 17)
(140, 19)
(136, 17)
(148, 19)
(144, 17)
(156, 19)
(152, 17)
(133, 19)
(129, 17)
(141, 19)
(137, 17)
(149, 19)
(145, 17)
(157, 19)
(153, 17)
(134, 19)
(130, 17)
(142, 19)
(138, 17)
(150, 19)
(146, 17)
(158, 19)
(154, 17)
(135, 19)
(131, 17)
(143, 19)
(139, 17)
(151, 19)
(147, 17)
(159, 19)
(155, 17)
(128, 19)
(132, 17)
(136, 19)
(140, 17)
(144, 19)
(148, 17)
(152, 19)
(156, 17)
(129, 19)
(133, 17)
(137, 19)
(141, 17)
(145, 19)
(149, 17)
(153, 19)
(157, 17)
(130, 19)
(134, 17)
(138, 19)
(142, 17)
(146, 19)
(150, 17)
(154, 19)
(158, 17)
(131, 19)
(135, 17)
(139, 19)
(143, 17)
(147, 19)
(151, 17)
(155, 19)
(159, 17)
(132, 35)
(128, 33)
(140, 35)
(136, 33)
(148, 35)
(144, 33)
(156, 35)
(152, 33)
(133, 35)
(129, 33)
(141, 35)
(137, 33)
(149, 35)
(145, 33)
(157, 35)
(153, 33)
(134, 35)
(130, 33)
(142, 35)
(138, 33)
(150, 35)
(146, 33)
(158, 35)
(154, 33)
(135, 35)
(131, 33)
(143, 35)
(139, 33)
(151, 35)
(147, 33)
(159, 35)
(155, 33)
(128, 35)
(132, 33)
(136, 35)
(140, 33)
(144, 35)
(148, 33)
(152, 35)
(156, 33)
(129, 35)
(133, 33)
(137, 35)
(141, 33)
(145, 35)
(149, 33)
(153, 35)
(157, 33)
(130, 35)
(134, 33)
(138, 35)
(142, 33)
(146, 35)
(150, 33)
(154, 35)
(158, 33)
(131, 35)
(135, 33)
(139, 35)
(143, 33)
(147, 35)
(151, 33)
(155, 35)
(159, 33)
(132, 51)
(128, 49)
(140, 51)
(136, 49)
(148, 51)
(144, 49)
(156, 51)
(152, 49)
(133, 51)
(129, 49)
(141, 51)
(137, 49)
(149, 51)
(145, 49)
(157, 51)
(153, 49)
(134, 51)
(130, 49)
(142, 51)
(138, 49)
(150, 51)
(146, 49)
(158, 51)
(154, 49)
(135, 51)
(131, 49)
(143, 51)
(139, 49)
(151, 51)
(147, 49)
(159, 51)
(155, 49)
(128, 51)
(132, 49)
(136, 51)
(140, 49)
(144, 51)
(148, 49)
(152, 51)
(156, 49)
(129, 51)
(133, 49)
(137, 51)
(141, 49)
(145, 51)
(149, 49)
(153, 51)
(157, 49)
(130, 51)
(134, 49)
(138, 51)
(142, 49)
(146, 51)
(150, 49)
(154, 51)
(158, 49)
(131, 51)
(135, 49)
(139, 51)
(143, 49)
(147, 51)
(151, 49)
(155, 51)
(159, 49)
(132, 67)
(128, 65)
(140, 67)
(136, 65)
(148, 67)
(144, 65)
(156, 67)
(152, 65)
(133, 67)
(129, 65)
(141, 67)
(137, 65)
(149, 67)
(145, 65)
(157, 67)
(153, 65)
(134, 67)
(130, 65)
(142, 67)
(138, 65)
(150, 67)
(146, 65)
(158, 67)
(154, 65)
(135, 67)
(131, 65)
(143, 67)
(139, 65)
(151, 67)
(147, 65)
(159, 67)
(155, 65)
(128, 67)
(132, 65)
(136, 67)
(140, 65)
(144, 67)
(148, 65)
(152, 67)
(156, 65)
(129, 67)
(133, 65)
(137, 67)
(141, 65)
(145, 67)
(149, 65)
(153, 67)
(157, 65)
(130, 67)
(134, 65)
(138, 67)
(142, 65)
(146, 67)
(150, 65)
(154, 67)
(158, 65)
(131, 67)
(135, 65)
(139, 67)
(143, 65)
(147, 67)
(151, 65)
(155, 67)
(159, 65)
(132, 83)
(128, 81)
(140, 83)
(136, 81)
(148, 83)
(144, 81)
(156, 83)
(152, 81)
(133, 83)
(129, 81)
(141, 83)
(137, 81)
(149, 83)
(145, 81)
(157, 83)
(153, 81)
(134, 83)
(130, 81)
(142, 83)
(138, 81)
(150, 83)
(146, 81)
(158, 83)
(154, 81)
(135, 83)
(131, 81)
(143, 83)
(139, 81)
(151, 83)
(147, 81)
(159, 83)
(155, 81)
(128, 83)
(132, 81)
(136, 83)
(140, 81)
(144, 83)
(148, 81)
(152, 83)
(156, 81)
(129, 83)
(133, 81)
(137, 83)
(141, 81)
(145, 83)
(149, 81)
(153, 83)
(157, 81)
(130, 83)
(134, 81)
(138, 83)
(142, 81)
(146, 83)
(150, 81)
(154, 83)
(158, 81)
(131, 83)
(135, 81)
(139, 83)
(143, 81)
(147, 83)
(151, 81)
(155, 83)
(159, 81)
(132, 99)
(128, 97)
(140, 99)
(136, 97)
(148, 99)
(144, 97)
(156, 99)
(152, 97)
(133, 99)
(129, 97)
(141, 99)
(137, 97)
(149, 99)
(145, 97)
(157, 99)
(153, 97)
(134, 99)
(130, 97)
(142, 99)
(138, 97)
(150, 99)
(146, 97)
(158, 99)
(154, 97)
(135, 99)
(131, 97)
(143, 99)
(139, 97)
(151, 99)
(147, 97)
(159, 99)
(155, 97)
(128, 99)
(132, 97)
(136, 99)
(140, 97)
(144, 99)
(148, 97)
(152, 99)
(156, 97)
(129, 99)
(133, 97)
(137, 99)
(141, 97)
(145, 99)
(149, 97)
(153, 99)
(157, 97)
(130, 99)
(134, 97)
(138, 99)
(142, 97)
(146, 99)
(150, 97)
(154, 99)
(158, 97)
(131, 99)
(135, 97)
(139, 99)
(143, 97)
(147, 99)
(151, 97)
(155, 99)
(159, 97)
(132, 115)
(128, 113)
(140, 115)
(136, 113)
(148, 115)
(144, 113)
(156, 115)
(152, 113)
(133, 115)
(129, 113)
(141, 115)
(137, 113)
(149, 115)
(145, 113)
(157, 115)
(153, 113)
